index,Book Name,Book_average_rating,Book_ratings_count,Publishing Year,genre,gross sales,sale price,sales rank,Publisher,units sold
1060,The Farthest Shore,4.11,65626,1972,nonfiction,210.94,1.99,1258,"Amazon Digital Services,  Inc.",106
1061,Airframe,3.66,59229,1996,fiction,104.94,0.99,1263,"Amazon Digital Services,  Inc.",106
1062,Magician,4.17,62432,1982,fiction,815.14,7.69,1265,Random House LLC,106
1063,Bet Me,3.95,70737,2004,fiction,846.94,7.99,1266,Random House LLC,106
1064,Long Walk to Freedom: The Autobiography of Nelson Mandela,4.31,43927,1994,fiction,316.94,2.99,1266,"Amazon Digital Services,  Inc.",106
1065,Gray Mountain,3.52,37379,2014,nonfiction,104.94,0.99,1268,"Amazon Digital Services,  Inc.",106
1066,The Power of One,4.34,57312,1989,fiction,846.94,7.99,1270,Random House LLC,106
1067,The Maltese Falcon,3.92,58742,1930,fiction,846.94,7.99,1271,Hachette Book Group,106
1068,Night Road,4.17,58028,2011,fiction,104.94,0.99,1272,"Amazon Digital Services,  Inc.",106
1069,Tripwire,4.07,55251,1999,fiction,316.94,2.99,1273,"Amazon Digital Services,  Inc.",106
